EventID,Ajans,Tarih,Enlem,Boylam,Derinlik,Rms,Tip,Büyüklük,Ülke,Ýl,Ýlçe,Köy,Diðer,
373454,DDA,2017-05-27 19:22:38Z,38.7520,27.8331,7.00,0.19000,ML,3.0,Türkiye,Manisa,Saruhanli,-,-
373452,DDA,2017-05-27 19:18:35Z,38.7346,27.8176,7.01,0.18000,ML,3.0,Türkiye,Manisa,Saruhanli,-,-
373447,DDA,2017-05-27 18:53:23Z,38.7358,27.8156,11.03,0.38000,Mw,5.1,Türkiye,Manisa,Saruhanli,-,-
373407,DDA,2017-05-27 04:22:04Z,38.6395,46.8593,4.88,0.60000,ML,3.0,Iran,Ahar,-,-,-
373378,DDA,2017-05-27 02:07:03Z,38.3555,27.7818,6.98,0.38000,ML,3.1,Türkiye,Manisa,Turgutlu,-,-
373405,DDA,2017-05-27 01:14:42Z,35.5350,23.4570,15.00,0.70000,Mw,3.4,-,-,-,-,Ege Denizi, 
373354,DDA,2017-05-26 23:14:49Z,38.6085,27.6048,7.00,0.39000,Mw,3.4,Türkiye,Manisa,Sehzadeler,-,-
373332,DDA,2017-05-26 19:13:11Z,37.1278,28.6545,6.99,0.27000,Mw,3.7,Türkiye,Mugla,Ula,-,-
373281,DDA,2017-05-26 09:04:46Z,35.4930,23.4030,12.40,0.90000,Mw,3.7,-,-,-,-,Iyon Denizi, 
373269,DDA,2017-05-26 06:38:58Z,36.8756,29.0393,6.88,0.24000,Mw,3.5,Türkiye,Mugla,Dalaman,-,-
373255,DDA,2017-05-26 06:27:25Z,36.8660,29.0118,12.14,0.25000,Mw,3.6,Türkiye,Mugla,Dalaman,-,-
373235,DDA,2017-05-26 04:03:06Z,34.3766,28.1918,7.56,0.83000,Mw,4.3,-,-,-,-,Akdeniz, 228.82 km. Kas (Antalya)
373170,DDA,2017-05-25 05:58:50Z,38.7011,38.1325,10.64,0.41000,Mw,3.9,Türkiye,Malatya,Hekimhan,-,-
373142,DDA,2017-05-24 21:26:46Z,39.5693,26.0906,5.90,0.20000,Mw,3.3,-,-,-,-,Ege Denizi, 0.61 km. Ayvacik (Çanakkale)
